step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1005,0.01355,1.0,,
1006,0.01965,0.98148,,
1007,0.00024,1.0,,
1008,0.00074,1.0,,
1009,6e-05,1.0,,
1010,0.00982,1.0,,
1011,0.02413,0.98148,,
1012,0.03708,0.98148,,
1013,0.0603,0.96296,,
1014,0.04338,0.98148,,
1015,0.00012,1.0,,
1016,0.01914,0.98148,,
1017,0.15457,0.98148,,
1018,0.00031,1.0,,
1019,0.00316,1.0,,
1020,0.00208,1.0,,
1021,0.00158,1.0,,
1022,0.00122,1.0,,
1023,0.29509,0.96296,,
1024,0.16103,0.98148,,
1025,0.00088,1.0,,
1026,0.01299,1.0,,
1027,0.00388,1.0,,
1028,0.15473,0.98148,,
1029,0.09816,0.98148,,
1030,0.12819,0.98148,,
1031,0.10744,0.98148,,
1032,0.00065,1.0,,
1033,0.13794,0.98148,,
1034,0.01634,1.0,,
1035,0.07818,0.96296,,
1036,0.00071,1.0,,
1037,0.0461,0.96296,,
1038,0.00137,1.0,,
1039,0.05644,0.98148,,
1040,2e-05,1.0,,
1041,0.1405,0.98148,,
1042,0.00118,1.0,,
1043,0.0772,0.96296,,
1044,5e-05,1.0,,
1045,0.00026,1.0,,
1046,0.2679,0.94444,,
1047,0.12236,0.98148,,
1048,0.03743,0.98148,,
1049,0.09289,0.98148,,
1050,0.0005,1.0,,
1051,0.00028,1.0,,
1052,3e-05,1.0,,
1053,0.00177,1.0,,
1054,0.031,0.98148,,
1055,0.01489,0.98148,,
1056,0.00223,1.0,,
1057,0.00371,1.0,,
1058,5e-05,1.0,,
1059,0.32664,0.96296,,
1060,0.00114,1.0,,
1061,0.12895,0.98148,,
1062,0.05696,0.96296,,
1063,0.00012,1.0,,
1064,0.00171,1.0,,
1065,0.07754,0.98148,,
1066,0.00053,1.0,,
1067,0.2057,0.98148,,
1068,0.00375,1.0,,
1069,0.00012,1.0,,
1070,0.00211,1.0,,
1071,0.00034,1.0,,
1072,5e-05,1.0,,
1073,0.04964,0.98148,,
1074,0.00705,1.0,,
1075,0.00022,1.0,,
1076,0.07971,0.96296,,
1077,0.06425,0.98148,,
1078,7e-05,1.0,,
1079,0.00635,1.0,,
1080,0.17836,0.98148,,
1081,0.06542,0.98148,,
1082,4e-05,1.0,,
1083,0.20776,0.98148,,
1084,0.00016,1.0,,
1085,0.16222,0.96296,,
1086,0.00171,1.0,,
1087,0.12479,0.98148,,
1088,2e-05,1.0,,
1089,0.06124,0.98148,,
1090,0.17919,0.96296,,
1091,0.09024,0.98148,,
1092,0.0035,1.0,,
1093,0.32913,0.96296,,
1094,0.14611,0.98148,,
1095,0.00566,1.0,,
1096,0.0003,1.0,,
1097,0.00159,1.0,,
1098,0.15741,0.96296,,
1099,5e-05,1.0,,
1100,0.04765,0.98148,,
1101,0.08235,0.96296,0.17851,0.64815
1102,2e-05,1.0,,
1103,0.29778,0.96296,,
1104,3e-05,1.0,,
1105,7e-05,1.0,,
1106,0.23334,0.96296,,
1107,0.14322,0.98148,,
1108,0.06902,0.98148,,
1109,0.00578,1.0,,
1110,0.04075,0.98148,,
1111,0.06034,0.98148,,
1112,4e-05,1.0,,
1113,0.07413,0.98148,,
1114,0.00018,1.0,,
1115,0.10355,0.98148,,
1116,0.04172,0.98148,,
1117,0.02692,0.98148,,
1118,0.01689,0.98148,,
1119,0.18005,0.98148,,
1120,0.12466,0.96296,,
1121,0.20174,0.96296,,
1122,0.00386,1.0,,
1123,4e-05,1.0,,
1124,0.02654,0.98148,,
1125,0.1597,0.98148,,
1126,0.08144,0.98148,,
1127,0.02401,0.98148,,
1128,3e-05,1.0,,
1129,0.17105,0.96296,,
1130,0.00557,1.0,,
1131,0.06078,0.98148,,
1132,0.00055,1.0,,
1133,0.00035,1.0,,
1134,0.09825,0.96296,,
1135,0.02448,1.0,,
1136,0.00387,1.0,,
1137,0.00886,1.0,,
1138,0.25325,0.98148,,
1139,0.00016,1.0,,
1140,8e-05,1.0,,
1141,0.03286,0.98148,,
1142,0.05659,0.98148,,
1143,0.00153,1.0,,
1144,0.0048,1.0,,
1145,0.18494,0.98148,,
1146,0.0009,1.0,,
1147,0.09864,0.98148,,
1148,0.06366,0.98148,,
1149,0.02341,0.98148,,
1150,0.02621,0.98148,,
1151,0.21988,0.96296,,
1152,0.00012,1.0,,
1153,0.00019,1.0,,
1154,0.02265,0.98148,,
1155,0.11657,0.98148,,
1156,0.11188,0.98148,,
1157,0.00021,1.0,,
1158,0.01295,1.0,,
1159,0.00089,1.0,,
1160,0.08858,0.98148,,
1161,7e-05,1.0,,
1162,0.00711,1.0,,
1163,0.07743,0.98148,,
1164,0.0002,1.0,,
1165,0.00101,1.0,,
1166,0.00047,1.0,,
1167,0.00318,1.0,,
1168,0.20541,0.94444,,
1169,0.00345,1.0,,
1170,0.00099,1.0,,
1171,0.02131,0.98148,,
1172,0.00039,1.0,,
1173,0.00558,1.0,,
1174,0.01483,1.0,,
1175,0.00336,1.0,,
1176,0.14004,0.98148,,
1177,0.11579,0.98148,,
1178,0.00495,1.0,,
1179,0.01603,0.98148,,
1180,0.12384,0.98148,,
1181,0.00033,1.0,,
1182,8e-05,1.0,,
1183,0.0002,1.0,,
1184,0.00031,1.0,,
1185,0.01717,0.98148,,
1186,7e-05,1.0,,
1187,0.03283,0.98148,,
1188,1e-05,1.0,,
1189,0.00951,1.0,,
1190,2e-05,1.0,,
1191,0.02039,0.98148,,
1192,0.20829,0.98148,,
1193,0.00011,1.0,,
1194,0.13652,0.98148,,
1195,0.09165,0.98148,,
1196,0.00755,1.0,,
1197,5e-05,1.0,,
1198,0.14861,0.98148,,
1199,0.49754,0.94444,,
1200,0.16934,0.98148,,
1201,5e-05,1.0,0.21356,0.62963
1202,0.09587,0.98148,,
1203,0.01717,0.98148,,
1204,0.18101,0.94444,,
1205,0.14205,0.98148,,
1206,0.20018,0.98148,,
1207,0.13717,0.98148,,
1208,7e-05,1.0,,
1209,0.00112,1.0,,
1210,0.00243,1.0,,
1211,1e-05,1.0,,
1212,0.00011,1.0,,
1213,0.01073,1.0,,
1214,0.03354,0.98148,,
1215,0.01445,0.98148,,
1216,0.03427,0.98148,,
1217,0.00449,1.0,,
1218,0.02434,1.0,,
1219,8e-05,1.0,,
1220,0.11085,0.98148,,
1221,0.1175,0.98148,,
1222,0.02174,0.98148,,
1223,0.11729,0.96296,,
1224,0.05911,0.96296,,
1225,0.00026,1.0,,
1226,0.15812,0.98148,,
1227,0.00133,1.0,,
1228,0.19351,0.98148,,
1229,0.19759,0.98148,,
1230,0.02879,0.98148,,
1231,0.09107,0.96296,,
1232,3e-05,1.0,,
1233,0.00145,1.0,,
1234,3e-05,1.0,,
1235,0.00503,1.0,,
1236,0.01088,1.0,,
1237,7e-05,1.0,,
1238,0.00593,1.0,,
1239,0.08083,0.96296,,
1240,0.0434,0.98148,,
1241,0.04,0.98148,,
1242,0.00144,1.0,,
1243,0.00332,1.0,,
1244,0.12294,0.98148,,
1245,0.00021,1.0,,
1246,1e-05,1.0,,
1247,0.00044,1.0,,
1248,0.00482,1.0,,
1249,0.15205,0.98148,,
1250,0.24279,0.94444,,
1251,0.08353,0.96296,,
1252,0.00016,1.0,,
1253,0.00025,1.0,,
1254,0.11718,0.98148,,
1255,0.01094,1.0,,
1256,0.00144,1.0,,
1257,0.02442,0.98148,,
1258,0.07118,0.98148,,
1259,1e-05,1.0,,
1260,6e-05,1.0,,
1261,0.00601,1.0,,
1262,0.0719,0.98148,,
1263,1e-05,1.0,,
1264,0.17149,0.96296,,
1265,0.07564,0.98148,,
1266,0.19944,0.96296,,
1267,0.22941,0.96296,,
1268,0.2935,0.94444,,
1269,0.01535,0.98148,,
1270,5e-05,1.0,,
1271,3e-05,1.0,,
1272,0.03733,0.98148,,
1273,0.00242,1.0,,
1274,0.00011,1.0,,
1275,0.00032,1.0,,
1276,0.00012,1.0,,
1277,0.21004,0.94444,,
1278,4e-05,1.0,,
1279,1e-05,1.0,,
1280,0.01384,1.0,,
1281,0.06075,0.96296,,
1282,0.35456,0.92593,,
1283,0.00115,1.0,,
1284,1e-05,1.0,,
1285,3e-05,1.0,,
1286,0.00035,1.0,,
1287,0.00028,1.0,,
1288,0.02791,0.98148,,
1289,0.01192,1.0,,
1290,9e-05,1.0,,
1291,0.0189,0.98148,,
1292,1e-05,1.0,,
1293,0.11219,0.98148,,
1294,4e-05,1.0,,
1295,0.00265,1.0,,
1296,0.06455,0.98148,,
1297,0.14787,0.98148,,
1298,2e-05,1.0,,
1299,1e-05,1.0,,
1300,3e-05,1.0,,
1301,0.00196,1.0,0.05892,0.64815
1302,1e-05,1.0,,
1303,0.30668,0.96296,,
1304,0.00075,1.0,,
1305,0.00071,1.0,,
1306,0.32352,0.96296,,
1307,0.00431,1.0,,
1308,3e-05,1.0,,
1309,0.09019,0.98148,,
1310,0.14047,0.96296,,
1311,2e-05,1.0,,
1312,0.13483,0.98148,,
1313,1e-05,1.0,,
1314,1e-05,1.0,,
1315,0.07359,0.98148,,
1316,0.01473,1.0,,
1317,0.07707,0.96296,,
1318,0.00113,1.0,,
1319,0.0175,0.98148,,
1320,1e-05,1.0,,
1321,0.1789,0.98148,,
1322,0.01992,0.98148,,
1323,0.03204,0.98148,,
1324,0.00507,1.0,,
1325,0.02087,0.98148,,
1326,0.00831,1.0,,
1327,0.12087,0.96296,,
1328,0.11205,0.96296,,
1329,4e-05,1.0,,
1330,0.0,1.0,,
1331,4e-05,1.0,,
1332,1e-05,1.0,,
1333,1e-05,1.0,,
1334,0.02735,0.98148,,
1335,0.09838,0.98148,,
1336,7e-05,1.0,,
1337,0.0,1.0,,
1338,0.00162,1.0,,
1339,0.13335,0.98148,,
1340,0.0045,1.0,,
1341,0.04769,0.98148,,
1342,0.05559,0.98148,,
1343,0.01461,0.98148,,
1344,0.00017,1.0,,
1345,0.03996,0.98148,,
1346,0.00603,1.0,,
1347,0.08964,0.98148,,
1348,1e-05,1.0,,
1349,0.0,1.0,,
1350,0.00011,1.0,,
1351,0.0,1.0,,
1352,0.00223,1.0,,
1353,2e-05,1.0,,
1354,0.03851,0.98148,,
1355,0.00101,1.0,,
1356,3e-05,1.0,,
1357,0.0159,1.0,,
1358,0.0,1.0,,
1359,0.21574,0.98148,,
1360,1e-05,1.0,,
1361,0.01129,1.0,,
1362,9e-05,1.0,,
1363,0.00024,1.0,,
1364,0.00341,1.0,,
1365,0.0,1.0,,
1366,0.09265,0.98148,,
1367,0.03982,0.98148,,
1368,0.0007,1.0,,
1369,0.0855,0.98148,,
1370,1e-05,1.0,,
1371,0.21891,0.98148,,
1372,0.02779,0.98148,,
1373,0.2144,0.98148,,
1374,0.00028,1.0,,
1375,0.00689,1.0,,
1376,0.00016,1.0,,
1377,8e-05,1.0,,
1378,0.03946,0.98148,,
1379,0.17434,0.98148,,
1380,0.10859,0.98148,,
1381,0.09409,0.98148,,
1382,1e-05,1.0,,
1383,0.40599,0.96296,,
1384,0.0036,1.0,,
1385,0.00437,1.0,,
1386,0.0,1.0,,
1387,0.08028,0.98148,,
1388,0.00815,1.0,,
1389,0.19723,0.96296,,
1390,0.23226,0.98148,,
1391,2e-05,1.0,,
1392,0.00789,1.0,,
1393,1e-05,1.0,,
1394,0.00067,1.0,,
1395,2e-05,1.0,,
1396,0.18941,0.98148,,
1397,0.08263,0.98148,,
1398,0.21358,0.98148,,
1399,2e-05,1.0,,
1400,6e-05,1.0,,
1401,0.0,1.0,0.59612,0.62963
1402,0.00077,1.0,,
1403,3e-05,1.0,,
1404,0.03533,0.98148,,
1405,3e-05,1.0,,
1406,0.00726,1.0,,
1407,0.019,0.98148,,
1408,1e-05,1.0,,
1409,0.01401,1.0,,
1410,0.07344,0.98148,,
1411,0.0,1.0,,
1412,0.00598,1.0,,
1413,0.4107,0.96296,,
1414,2e-05,1.0,,
1415,2e-05,1.0,,
1416,4e-05,1.0,,
1417,0.00184,1.0,,
1418,2e-05,1.0,,
1419,0.16152,0.96296,,
1420,0.00085,1.0,,
1421,1e-05,1.0,,
1422,4e-05,1.0,,
1423,0.00548,1.0,,
1424,0.14067,0.98148,,
1425,0.59157,0.92593,,
1426,0.13126,0.98148,,
1427,4e-05,1.0,,
1428,0.19234,0.96296,,
1429,3e-05,1.0,,
1430,0.14162,0.98148,,
1431,0.08911,0.96296,,
1432,0.18101,0.98148,,
1433,1e-05,1.0,,
1434,0.1027,0.96296,,
1435,0.21289,0.98148,,
1436,2e-05,1.0,,
1437,0.1827,0.98148,,
1438,0.57005,0.94444,,
1439,0.0,1.0,,
1440,0.03771,0.98148,,
1441,0.27358,0.96296,,
1442,1e-05,1.0,,
1443,0.05931,0.98148,,
1444,0.05721,0.98148,,
1445,0.10978,0.98148,,
1446,0.00035,1.0,,
1447,0.05334,0.98148,,
1448,4e-05,1.0,,
1449,0.00201,1.0,,
1450,0.0025,1.0,,
1451,0.16671,0.98148,,
1452,0.54774,0.94444,,
1453,0.49417,0.96296,,
1454,1e-05,1.0,,
1455,0.01803,0.98148,,
1456,0.01632,0.98148,,
1457,3e-05,1.0,,
1458,0.12832,0.98148,,
1459,0.0,1.0,,
1460,0.00013,1.0,,
1461,0.0396,0.98148,,
1462,0.19571,0.98148,,
1463,0.17057,0.96296,,
1464,0.00032,1.0,,
1465,0.16966,0.98148,,
1466,0.0,1.0,,
1467,1e-05,1.0,,
1468,0.35091,0.98148,,
1469,0.0,1.0,,
1470,0.09569,0.98148,,
1471,0.02313,0.98148,,
1472,2e-05,1.0,,
1473,0.05363,0.98148,,
1474,0.20144,0.98148,,
1475,0.0006,1.0,,
1476,0.32465,0.98148,,
1477,0.0,1.0,,
1478,0.04135,0.98148,,
1479,0.01338,0.98148,,
1480,0.23511,0.98148,,
1481,0.19331,0.98148,,
1482,1e-05,1.0,,
1483,0.04117,0.98148,,
1484,0.31566,0.98148,,
1485,0.00665,1.0,,
1486,0.06781,0.98148,,
1487,3e-05,1.0,,
1488,0.00124,1.0,,
1489,0.0,1.0,,
1490,0.00021,1.0,,
1491,0.19457,0.98148,,
1492,0.00719,1.0,,
1493,5e-05,1.0,,
1494,7e-05,1.0,,
1495,0.27748,0.96296,,
1496,0.05258,0.98148,,
1497,1e-05,1.0,,
1498,0.3225,0.98148,,
1499,0.00444,1.0,,
1500,0.26078,0.96296,,
1501,0.57755,0.94444,2e-05,0.66667
1502,0.04393,0.98148,,
1503,0.0,1.0,,
1504,0.01744,0.98148,,
1505,0.01514,1.0,,
1506,0.14183,0.98148,,
1507,2e-05,1.0,,
1508,0.00063,1.0,,
1509,0.1087,0.98148,,
1510,0.50646,0.96296,,
1511,0.05998,0.98148,,
1512,0.09142,0.98148,,
1513,0.11704,0.98148,,
1514,0.20594,0.98148,,
1515,0.00689,1.0,,
1516,0.08009,0.98148,,
1517,0.0001,1.0,,
1518,0.06346,0.98148,,
1519,0.16087,0.98148,,
1520,0.32023,0.96296,,
1521,0.20423,0.98148,,
1522,1e-05,1.0,,
1523,0.20378,0.98148,,
1524,0.26317,0.98148,,
1525,0.25628,0.98148,,
1526,0.08219,0.98148,,
1527,0.0006,1.0,,
1528,0.0,1.0,,
1529,0.21642,0.96296,,
1530,0.05372,0.98148,,
1531,0.00087,1.0,,
1532,1e-05,1.0,,
1533,0.15495,0.98148,,
1534,0.00864,1.0,,
1535,0.0,1.0,,
1536,0.00016,1.0,,
1537,0.07713,0.98148,,
1538,0.01731,0.98148,,
1539,0.09502,0.98148,,
1540,0.0,1.0,,
1541,0.17486,0.98148,,
1542,1e-05,1.0,,
1543,1e-05,1.0,,
1544,0.0117,1.0,,
1545,0.00074,1.0,,
1546,0.00104,1.0,,
1547,0.0045,1.0,,
1548,0.04504,0.98148,,
1549,0.2942,0.94444,,
1550,0.01332,1.0,,
1551,0.0,1.0,,
1552,1e-05,1.0,,
1553,0.35543,0.94444,,
1554,1e-05,1.0,,
1555,0.0,1.0,,
1556,1e-05,1.0,,
1557,3e-05,1.0,,
1558,0.02356,0.98148,,
1559,1e-05,1.0,,
1560,0.0,1.0,,
1561,0.00038,1.0,,
1562,1e-05,1.0,,
1563,0.08627,0.98148,,
1564,0.00329,1.0,,
1565,1e-05,1.0,,
1566,0.10188,0.94444,,
1567,5e-05,1.0,,
1568,0.07931,0.98148,,
1569,0.16472,0.98148,,
1570,0.00055,1.0,,
1571,2e-05,1.0,,
1572,0.0,1.0,,
1573,0.15309,0.98148,,
1574,0.15943,0.98148,,
1575,0.00523,1.0,,
1576,3e-05,1.0,,
1577,0.1151,0.96296,,
1578,0.00874,1.0,,
1579,0.0109,1.0,,
1580,0.1023,0.98148,,
1581,0.00284,1.0,,
1582,0.22068,0.98148,,
1583,0.2217,0.96296,,
1584,0.0001,1.0,,
1585,0.03044,0.98148,,
1586,0.0,1.0,,
1587,0.22678,0.97222,,
